ogc_fid,GEOMETRY,full_id,osm_id,osm_type,amenity,contact:line,contact:instagram,opening_hours:covid19,internet_access:ssid,addr:street:en,tents,camping,payment:electronic_purses,payment:debit_cards,payment:credit_cards,diet:gluten_free,drink:juice,coffee,description:fr,lanes,internet_access:type,name:vi,name:es,organic,toilets,payment:cash,currency:thb,addr:state,addr:country,name:ru,wlan,name:uk,name:de,description:en,addr:subdistrict,addr:province,entrance,diet:vegetarian,source:opening_hours,source:name,drive_through,drink:tea,name:fr,toilets:wheelchair,contact:website,name:alt,microroasting,facebook,drink:filter_coffee,drink:espresso,addr:city:source,source:amenity,name:ja,brand:th,brand:en,diet:vegan,level,alt_name,tourism,email,contact:phone,contact:facebook,addr:postcode,addr:city,operator,alt_name:en,wifi:password,wifi,addr:street,description,shop,smoking,outdoor_seating,internet_access:fee,air_conditioning,addr:housenumber,phone,breakfast,internet_access,name:zh,opening_hours,wheelchair,website,takeaway,official_name,name:th,name:en,name,cuisine,brand:wikipedia,brand:wikidata,brand,lat,long
810,,n5327328688,5327328688,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rose's Garden,,,,,,,,,,,,,,,,,,,,,,Wish and Whisk,,,,,18.91083,98.92163
812,,n5338188740,5338188740,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cafe Amazon,,,,,18.84624,99.07948
813,,n5340666521,5340666521,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ถนน นิมมาน เห มินท์ ซอย 17 ซอย สายน้ำ ผิ้ ง, Tambon Su Thep, Amphoe Mueang Chiang Mai, Chang Wat Chiang Mai 50200",,,,,,,,053 895 181,,wlan,,Mo-Su 10:00-22:00,,http://iberryhomemade.com,,,,iberry garden,สวนไอเบอร์รี่,thai;cake;american;breakfast,,,,18.79385,98.96918
814,,n5344068322,5344068322,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harinezumi Hedgehog Cafe,,,,,18.78112,98.9962
815,,n5346609684,5346609684,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Mo-Fr 09:00-17:00,,,,,,,Coffee Shop,,,,,18.7946,98.95114
816,,n5346617694,5346617694,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moo Coffee,,,,,18.79325,98.95741
817,,n5346617708,5346617708,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fresh & Mild,,,,,18.79368,98.95707
818,,n5346617710,5346617710,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ฮิมตาง คาเฟ่,,,,,18.79392,98.95683
819,,n5346617712,5346617712,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,มิกุชา,,,,,18.79383,98.95693
820,,n5348338286,5348338286,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cafe Amazon,,,,,18.79473,99.03606
821,,n5356035050,5356035050,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,Book Cafe,,,,,19.91318,99.20718
824,,n5365571787,5365571787,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jiangdara Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,Jiang Dara Coffee & Tea,,,,,19.36318,98.97508
827,,n5374663214,5374663214,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,มีใจให้มัทฉะ คาเฟ่,Meejai Hai Matcha Cafe,มีใจให้มัทฉะ คาเฟ่,,,,,18.78133,99.00129
828,,n5375098626,5375098626,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ganesh Cafe,,,,,18.80129,99.01615
832,,n5385230108,5385230108,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00-17:00,,,,,,,Zen Tea Time,,,,,19.34159,98.96008
833,,n5405123023,5405123023,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black Canyon Coffee,,,,,18.78933,99.02549
838,,n5426264832,5426264832,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,Café,,,,,18.8105,98.94878
841,,n5439223989,5439223989,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inthanon Coffee,อินทนนท์ กาแฟ,coffee_shop,,,,18.74434,98.99137
842,,n5444250499,5444250499,node,cafe,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,08:00-22:00,,,,,,,Rock & Loft Cafe,,,,,18.72033,99.15318
845,,n5455786827,5455786827,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Café Amazon,,,,Café Amazon,18.76838,98.98371
847,,n5480647765,5480647765,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50100,เชียงใหม่,,,,,ถนนศรีดอนไชย,,,outside,yes,,,114,,,yes,,Mo-Su 10:00-15:00,,,,,,,SnoozeChaingmai,,,,,18.77961,99.00275
849,,n5519849098,5519849098,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 08:00-19:00,,,,,บ้านบอลกาแฟ,baan bond cafe,baan bond cafe,,,,,18.73566,98.99343
850,,n5545281420,5545281420,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Star Coffee,coffee_shop,,,,18.78407,98.99789
851,,n5558856823,5558856823,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wakeup@wakeup24hrs.com,,,,,,,,,"Tambon Si Phum, Amphoe Mueang Chiang Mai, Chang Wat Chiang Mai 50200",,,,,,,,53216610,,wlan,,24/7,,http://www.wakeup24hrs.com/,,,,WakeUp24Hrs,Wake Up Coffee,cake;coffee_shop;ice_cream;japanese,,,,18.79607,98.98164
852,,n5558883026,5558883026,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wakeup@wakeup24hrs.com,,,,,,,,,"99/89-90 M.1, Changpuak, Muang Chiang Mai, Chiang Mai 50300",,,,,,,,53216810,,wlan,,24/7,,https://wakeup24hrs-chiangmai-university.business.site/,,,,WakeUp24Hrs,Wake Up Coffee,cake;coffee_shop;ice_cream;japanese;tea,,,,18.80731,98.95722
853,,n5559133022,5559133022,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pizza and Cafè,,,,,20.06801,99.45677
857,,n5583840795,5583840795,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brand New Field Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Field Good,,,,,18.74864,98.88664
858,,n5583840796,5583840796,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pong Horse Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Horse Barn,,,,,18.74652,98.88646
859,,n5585615822,5585615822,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869112882,,wlan,,,,,,,,,HP House Cafe,,,,,18.7857,98.98483
860,,n5593553723,5593553723,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/tentencnx,no,served,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,Mo-Su 08:00-17:00,,,,,,,Tenten,coffee_shop;cake,,,,18.78164,98.98242
865,,n5621081721,5621081721,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mana Café,,,,,18.79523,98.98718
866,,n5623443421,5623443421,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fact Café,,,,,18.79338,98.98745
869,,n5694469226,5694469226,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smoothie shop,,,,,18.7872,98.98813
871,,n5758046621,5758046621,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/CoolMuang-Coffee-144066229705668/,served,served,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,Mo-Su 08:00-20:00,limited,,,,,,CoolMuang,,,,,18.78845,98.99312
872,,n5772570728,5772570728,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 08:00-18:00,,,,,,Maa Jai Dum,หมาใจดำ,,,,,18.76571,99.10909
873,,n5824770353,5824770353,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taking lunch,,,,,18.22266,98.48217
875,,n5880381785,5880381785,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,Wong Sa Korn Acres,,,,,18.79178,99.00384
878,,n5907575285,5907575285,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 09:00-17:00,,,,,,,Egg Coffee Chiang Mai,,,,,18.78231,98.98979
879,,n5915461228,5915461228,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/ABCD.CNX/,no,served,,,,,,,,,,,,,50200,Chiang Mai Thailand,,,,,ถนนห้วยแก้ว,,,outside,yes,no,,1,,,wlan,,Fr-We 09:00-18:00,,,,,,,A.B.C.D.,coffee_shop;brunch,,,,18.79637,98.97682
880,,n5917955982,5917955982,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/posrestpremiumhandcraft/,served,served,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,wlan,,Mo-Su 10:00-00:00,,,,,,,Posrest,coffee_shop,,,,18.79478,98.96494
881,,n5919670289,5919670289,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,https://www.facebook.com/zmoycafe/,served,served,,,,,,,,,,,,,50200,,,,,,ถนนมูลเมือง ซอย 7,,,,,no,,7,,,yes,,Tu-Su 10:00-18:00,,,,,ศรีมอยคาเฟ่,,ZMOY,coffee_shop,,,,18.79346,98.99041
882,,n5923928435,5923928435,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How Home,,,,,19.02391,98.87027
883,,n5925629982,5925629982,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/themellowcnx/,no,served,,,,,,,,,,,,,50160,Chom Thong,,,,,,,,,,no,,,,,yes,,Mo-Su 10:00-19:00,,,,,,,The Mellow,coffee_shop;pizza,,,,18.413,98.70434
884,,n5925629983,5925629983,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/YoungfolkcafeChiangmai,no,served,,,,,,,,,,,,,50160,Chom Thong,,,,,,,,,yes,no,,,,,yes,,Mo-Su 07:30-17:30,,,,,,,Youngfolk,coffee_shop,,,,18.41496,98.68157
885,,n5928090575,5928090575,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,The Volcano,,,,,18.79977,98.96788
886,,n5933370530,5933370530,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/thebarisotelbythebaristro/,no,served,,,,,,,,,,,,,50200,Chiang Mai,,,,,ถนนนิมมานเหมินทร์ ซอย 9,,,,,,,7/2,,,,,,,,,,,,The Barisotel,coffee_shop,,,,18.79772,98.96793
887,,n5933370531,5933370531,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Nowherehandroaster/,served,served,,,,,,,,,,,,,50200,Chiang Mai,,,,,ถนนราชวิถี ซอย 2,,,,yes,,,,,,,,,,,,,,,Nowhere,coffee_shop,,,,18.79186,98.99142
888,,n5933370532,5933370532,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,https://www.facebook.com/Maledcoffeeroasters/,served,served,,,,,,,,,,,,,50100,Chiang Mai,,,,,ถนนสุเทพ,,,,no,,,18,,,yes,,,,,,,,,Maled,coffee_shop,,,,18.78974,98.96238
889,,n5933370533,5933370533,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Artisan-cafe-320893348061927/,no,served,,,,,,,,,,,,,50100,Chiang Mai,,,,,ถนนวัวลาย,,,,no,no,,204/1,,,yes,,,,,,,,,Artisan,coffee_shop,,,,18.77581,98.98202
890,,n5933370534,5933370534,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,https://www.facebook.com/gatewaycoffeeroasters,served,served,,,,,,,1,,,,,,50100,Chiang Mai,,,,,ถนนท่าแพ,,,,no,no,,,,,yes,,,,,,,,,Gateway,coffee_shop,,,,18.78828,98.99609
891,,n5933370535,5933370535,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/marocchinocm/,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,yes,,,,,,,,,Marocchino,coffee_shop,,,,18.7944,99.00146
892,,n5941619770,5941619770,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/thelocalistcm/,served,served,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Localist,coffee_shop,,,,18.78838,98.994
893,,n5941633292,5941633292,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/adayinchiangmaicoffee,served,served,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,yes,,,,,,,,,A Day In Chiang Mai,coffee_shop,,,,18.77682,98.99607
894,,n5950919672,5950919672,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/johoneyicecream,no,served,,,,,,,,,,,,,,,,,,,ถนน มนตรี,,,,no,no,,19/1,,,yes,,,,,,,,,Johoney,coffee_shop;ice_cream,,,,18.78914,99.01107
895,,n5978043352,5978043352,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/roxpresso/,served,served,,,,,,,,,,,,,50200,Chiang Mai,,,,,ถนนนิมมานเหมินทร์ ซอย 17,,,,,no,,14,,,yes,,Mo-Su 08:00-18:00,,https://www.roxpresso.com/,,,,,Roxpresso,coffee_shop,,,,18.79506,98.96753
896,,n5987644570,5987644570,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cafe at Chiang Mai's old times Gallery in the garden,,,,,,,,,,,Mo-Sa 10:00-18:00; Su 12:00-20:00,no,,,,,,Khum Cafe,,,,,18.78813,98.98838
898,,n5994901904,5994901904,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,https://www.facebook.com/Around-18grams-770998253099800/,served,served,,,,,,,,,,,,,,Chiang Mai,,,,,ถนนไปรษณีย์,,,,,,,35,,,,,Mo-Su 08:30-17:00,,,,,,,Around 18 Grams,coffee_shop,,,,18.78969,99.00205
901,,n6014380186,6014380186,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bunny Buns,,,,,18.73508,98.9373
902,,n6014750904,6014750904,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUBE cafe,,,,,18.78396,99.00297
903,,n6015393595,6015393595,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,Mo-Sa 07:00-20:00; Su 09:00-18:00,,,,,,,Light Up Cafe,coffee_shop,,,,18.79787,98.98997
904,,n6017634609,6017634609,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,wlan,,Mo-Su 07:00-18:00,,,,,,,Pangkhon Coffee,coffee,,,,18.78109,98.98592
905,,n6018778386,6018778386,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Araksa cafe,Araksa cafe,Asaksa cafe,coffee_shop,,,,18.7866,98.98606
906,,n6021255324,6021255324,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 10:00-17:00,,,,,,,Maetha Organic,,,,,18.58739,99.26414
912,,n6052670876,6052670876,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817840301,,,,Mo-Su 07:30-18:30,,,,,,,Baan Siri Coffee & Food,thai;coffee_shop,,,,19.80499,99.16792
915,,n6062427878,6062427878,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hug@Health,coffee_shop,,,,18.61817,98.76143
916,,n6062515601,6062515601,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Between Cafe,,,,,18.90746,98.90383
917,,n6062541948,6062541948,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vans Coffee,,,,,18.91905,98.91448
918,,n6073166485,6073166485,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leafygreenschiangmai@gmail.com,,,50300,,,,,,ถนนโชตนา,,,,,,,71,922528558,,,,,,,,,,Leafy Greens Chiangmai,ลีฟฟี่กรีนส์,,,,,18.83504,98.9748
919,,n6077929085,6077929085,node,cafe,,,,,,,,,,,,,,,,,burkta coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Co-working space with garden,Punspace,,,,,18.79351,98.98669
922,,n6094446495,6094446495,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/SimplyHappyCoffee/,served,served,,,,,,,,,,,,,50200,Chiang Mai,,,,,ถนนเวียงแก้ว,,,,,no,,,,,yes,,We-Mo 09:00-18:00,,,,,,,Simply Happy,coffee_shop,,,,18.7932,98.9852
924,,n6109002385,6109002385,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 08:00-24:00,,,,,แอนนิต้า คาเฟ่,Annista Cafe,แอนนิต้า คาเฟ่,coffee_shop,,,,18.80335,98.95979
927,,n6126618806,6126618806,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noodle Cafe,,,,,19.34127,99.19561
928,,n6130405289,6130405289,node,cafe,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to Coffee,,,,,18.79018,98.9913
929,,n6147629598,6147629598,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chamok,,,,,19.31244,99.19069
954,,n6183630217,6183630217,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jungle View Coffee,coffee_shop,,,,19.25857,98.9228
955,,n6189013981,6189013981,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cafe Amazon,coffee_shop,,,,18.95759,98.98287
956,,n6194136544,6194136544,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee Shop,coffee_shop,,,,19.65332,99.14667
957,,n6194386786,6194386786,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810355395,,,,,,,,,,,Ma Mueang Win,,,,,18.66127,98.66117
958,,n6195852485,6195852485,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-rong coffee,coffee_shop,,,,18.78605,98.98102
959,,n6195852585,6195852585,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dark roast,coffee_shop,,,,18.79438,98.98994
963,,n6203233287,6203233287,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ruenaromchiangmai@gmail.com,,,,,,,,,,,,,,,,,081 633 8300,,wlan,,Tu-Su 09:30-17:00,,https://m.facebook.com/RuenARomchiangmai?ref=br_rs,,,,Ruen A Rom,รื่นอารมย์,coffee_shop,,,,18.78507,98.95327
966,,n6212785422,6212785422,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tip Cafe,Tip Cafe,,,,,18.87844,99.14026
972,,n6217907797,6217907797,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,wlan,,,,,,,,,Passion Project The Café,,,,,18.80128,98.97548
977,,n6232754405,6232754405,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Improvise,,,,,18.77703,99.00439
981,,n6259342188,6259342188,node,cafe,,,,,,,,,,,,,,"Miss Juicie - Smoothies, jus de fruits et thés aux herbes (avec des produits issus de l’agriculture biologique)",,,,,,,,,,,,,,,"Miss Juicie - Smoothies, Juices and Herbal Teas (with organic option)",,,,,,,,,,,,,,,,,,,,,,,,,,missjuiciechiangmai@gmail.com,,,50200,,,,,,ถนนราชมรรคา ซอย 3,,,,,,,8/2,892615441,,,,Tu-Su 09:00-18:00,,,,,,,Miss Juicie,,,,,18.78399,98.99084
982,,n6261745827,6261745827,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ถนนสุริยวงศ์,,,,,,,47/7,,,,,,,,,,,,Unlimit Coffee,coffee_shop,,,,18.77523,98.98958
983,,n6265198592,6265198592,node,cafe,,,,,,,,,,,,served,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM. Smoothie House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CM Smoothie House,,,,,18.78297,98.99177
984,,n6265220284,6265220284,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Center Cafe,,,,,18.78302,98.99162
985,,n6269572491,6269572491,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956982986,,,,Tu-Su 07:00-20:00,,,,,,Long Mong Cafe',ลองมองคาเฟ่,,,,,18.70757,98.96629
